symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
CBOE,Common Stock,Cboe Global Markets Inc,"Cboe Global Markets Inc. is a leading U.S. exchange operator known for its innovative and diverse trading solutions. It owns the Chicago Board Options Exchange (CBOE), the largest options marketplace in the world, and BATS Global Markets, a significant liquidity provider for equities and ETPs. Cboe specializes in derivatives and innovative products, facilitating trading across multiple asset classes, including equities, options, and futures. With a commitment to enhancing market structure and ensuring risk management, Cboe is well-positioned in a dynamic financial landscape, catering to both institutional and individual investors.",1374310,BATS,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"433 WEST VAN BUREN STREET, CHICAGO, IL, UNITED STATES, 60607",https://www.cboe.com,2015-12-31,2014-12-31,634545000.0,617225000.0,205023000.0,189714000.0,561700000.0,551115000.0,2.806107983312406,8.069515164932477,1.9206517695943677
CBRE,Common Stock,CBRE Group Inc Class A,"CBRE Group, Inc. is the world's largest commercial real estate services and investment firm, offering a wide range of integrated services including property management, leasing, investment sales, and development. Leveraging cutting-edge technology and deep market insights, CBRE is adept at identifying and capitalizing on emerging market trends, enabling its diverse clientele—ranging from investors to occupiers—to successfully navigate the complexities of real estate transactions. With a robust global presence, CBRE is strategically positioned to drive value and innovation in the dynamic real estate landscape.",1138118,NYSE,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"2121 NORTH PEARL STREET, DALLAS, TX, UNITED STATES, 75201",https://www.cbre.com,2015-12-31,2014-12-31,10855810000.0,9049918000.0,547132000.0,484503000.0,3772878000.0,3438656000.0,19.95478854062545,12.926442147933038,9.71955322079324
CDW,Common Stock,CDW Corp,"CDW Corporation is a leading technology solutions provider based in Lincolnshire, Illinois, that delivers a wide array of products and services designed for businesses, government entities, and educational institutions. The company excels in offering a comprehensive portfolio, including hardware, software, and integrated technology services, positioning itself as a vital partner in driving digital transformation and operational efficiencies for its clients. With a strong network of partnerships and a focus on innovative solutions, CDW plays a crucial role in helping organizations effectively address their IT challenges and enhance overall performance.",1402057,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"200 N. MILWAUKEE AVENUE, VERNON HILLS, IL, UNITED STATES, 60061",https://www.cdw.com,2015-12-31,2014-12-31,12988700000.0,12074500000.0,403100000.0,244900000.0,2115800000.0,1921300000.0,7.571328005300426,64.59779501837485,10.123353979076667
COR,Common Stock,Cencora Inc.,"Cencora Inc. (NYSE: COR) is a premier provider of data center solutions, focusing on high-performance cloud access and interconnect services across strategically located markets in North America. The company serves a diverse range of clients, supporting mission-critical applications with an emphasis on reliability and security. With a strong commitment to innovation, Cencora is poised to leverage the rising demand for data-driven solutions as the digital economy continues to expand, positioning itself as a key player in the evolving technology landscape.",1140859,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"1 WEST FIRST AVENUE, CONSHOHOCKEN, PA, UNITED STATES, 19428-1800",https://www.cencora.com,2016-09-30,2015-09-30,146849686000.0,135961803000.0,1427929000.0,-138165000.0,3774113000.0,3215185000.0,8.008045465534169,-1133.4954583288097,17.38400745213728
CNC,Common Stock,Centene Corp,"Centene Corporation (CNC) is a prominent multi-line managed care organization specializing in a comprehensive range of healthcare solutions for government-sponsored programs and commercial insurance markets. With a mission to serve the uninsured and underinsured, Centene is dedicated to providing innovative care management and integrated services through its diverse health plans. As a leader in the healthcare insurance sector, the company focuses on improving health outcomes while optimizing system efficiencies, positioning itself strongly in an increasingly complex healthcare environment.",1071739,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"CENTENE PLAZA, SAINT LOUIS, MO, UNITED STATES, 63105",https://www.centene.com,2015-12-31,2014-12-31,22760000000.0,16560000000.0,355000000.0,271000000.0,2746000000.0,1904000000.0,37.43961352657005,30.996309963099634,44.22268907563025
CNP,Common Stock,CenterPoint Energy Inc,"CenterPoint Energy, Inc. (CNP) is a prominent Fortune 500 electric and natural gas utility provider, serving millions of customers across key markets in Arkansas, Indiana, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas. The company emphasizes sustainability and innovation, strategically advancing initiatives in smart grid technology and renewable energy to enhance operational efficiency and reliability. With its robust infrastructure and a firm commitment to customer satisfaction, CenterPoint plays a critical role in the energy sector, fostering economic growth and community development while navigating the evolving landscape of energy delivery.",1130310,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1111 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.centerpointenergy.com,2015-12-31,2014-12-31,7386000000.0,9226000000.0,-692000000.0,611000000.0,2277000000.0,2336000000.0,-19.943637546065467,-213.25695581014733,-2.5256849315068495
CF,Common Stock,CF Industries Holdings Inc,"CF Industries Holdings, Inc. is a premier manufacturer and distributor of nitrogen and phosphate fertilizers in North America, headquartered in Deerfield, Illinois. The company is integral to the global agricultural supply chain, delivering vital nutrients that enhance crop yields and support food security efforts worldwide. Committed to sustainability, CF Industries employs efficient production techniques to address the rising demand for fertilizers while striving to reduce its environmental impact. Its strategically located facilities position the company to leverage growth opportunities within the agricultural sector, reinforcing its robust market presence.",1324404,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"2375 WATERVIEW DRIVE, NORTHBROOK, IL, UNITED STATES, 60062",https://www.cfindustries.com,2015-12-31,2014-12-31,4308300000.0,4743200000.0,700000000.0,1390000000.0,1837000000.0,1793800000.0,-9.168915500084331,-49.64028776978417,2.4082952391570966
CRL,Common Stock,Charles River Laboratories,"Charles River Laboratories International, Inc. (CRL) is a premier global provider of essential products and services tailored to the pharmaceutical, biotechnology, and medical device sectors. The company's expertise spans the entire drug development lifecycle, offering comprehensive preclinical and clinical laboratory services, as well as advanced gene and cell therapy solutions that enhance research and development efficiency. With a steadfast commitment to innovation and regulatory compliance, Charles River empowers its clients to navigate complex challenges in drug development, thereby playing a crucial role in advancing healthcare solutions globally.",1100682,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"251 BALLARDVALE STREET, WILMINGTON, MA, UNITED STATES, 01887",https://www.criver.com,2015-12-31,2014-12-31,1363302000.0,1297662000.0,149313000.0,126698000.0,531092000.0,472660000.0,5.058327977547312,17.849531957884103,12.362374645622646
SCHW,Common Stock,Charles Schwab Corp,"The Charles Schwab Corporation is a leading American financial services firm that operates a comprehensive platform for banking, electronic trading, and wealth management. Catering to both retail and institutional investors, Schwab emphasizes innovative technology and a client-first approach to deliver a wide array of financial products and services, including brokerage accounts, investment advisory, and institutional trading solutions. With a commitment to low-cost investment options, Schwab continues to strategically expand its offerings to help clients navigate the complexities of modern finance.",316709,NYSE,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"3000 SCHWAB WAY, WESTLAKE, TX, UNITED STATES, 76262",https://www.schwab.com,2015-12-31,2014-12-31,6369000000.0,6054000000.0,1447000000.0,1321000000.0,6369000000.0,6054000000.0,5.2031714568880085,9.538228614685844,5.2031714568880085
CHTR,Common Stock,Charter Communications Inc,"Charter Communications, Inc. is a prominent American telecommunications and mass media company, recognized for its brand, Charter Spectrum. The company offers a comprehensive suite of services, including high-speed internet, cable television, and voice services, effectively catering to both residential and commercial customers across the United States. Charter's strategic focus on enhancing connectivity and delivering innovative entertainment solutions positions it as a formidable force in the highly competitive telecommunications landscape. With a commitment to superior customer experience and continuous investment in infrastructure, Charter is not only driving sustained growth but also solidifying its presence as a vital leader in the broadband and media industries.",1091667,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"400 WASHINGTON BLVD., STAMFORD, CT, UNITED STATES, 06902",https://corporate.charter.com,2015-12-31,2014-12-31,9754000000.0,9108000000.0,-271000000.0,-183000000.0,2811000000.0,2444000000.0,7.092665788317961,48.08743169398907,15.016366612111293
CVX,Common Stock,Chevron Corp,"Chevron Corporation is a prominent American multinational energy company based in San Ramon, California, with a diverse portfolio operating in over 180 countries. As a successor to Standard Oil, Chevron is integral to the global energy landscape, specializing in the exploration, production, refining, marketing, and transportation of oil and natural gas. The company also engages in chemicals manufacturing and power generation, demonstrating its commitment to both traditional energy sectors and the ongoing transition to sustainable energy solutions. Chevron's focus on operational excellence and delivering value to shareholders positions it as a leader in the energy market while addressing environmental challenges.",93410,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"1400 SMITH STREET, HOUSTON, TX, UNITED STATES, 77002-7327",https://www.chevron.com,2015-12-31,2014-12-31,129925000000.0,200494000000.0,4587000000.0,19241000000.0,39137000000.0,64030000000.0,-35.19756202180614,-76.16028272958786,-38.877088864594725
CMG,Common Stock,Chipotle Mexican Grill Inc,"Chipotle Mexican Grill, Inc. is a prominent fast-casual restaurant chain celebrated for its dedication to high-quality, customizable Mexican-inspired cuisine, anchored in fresh and sustainably sourced ingredients. With a robust presence in the United States, Canada, the United Kingdom, Germany, and France, Chipotle offers made-to-order meals such as tacos and Mission burritos in a transparent kitchen setting, fostering customer trust and engagement. The company is strategically positioned for continued growth, leveraging strong brand loyalty and responding to the rising consumer demand for health-conscious, environmentally sustainable dining options in an increasingly competitive marketplace.",1058090,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"610 NEWPORT CENTER DRIVE, NEWPORT BEACH, CA, UNITED STATES, 92660",https://www.chipotle.com,2015-12-31,2014-12-31,4501223000.0,4108269000.0,475602000.0,445374000.0,1174287000.0,1117756000.0,9.5649530252279,6.787104770372765,5.057543864671717
CB,Common Stock,Chubb Ltd,"Chubb Limited, based in Zurich, Switzerland, is a foremost global provider of a wide range of insurance solutions, encompassing property and casualty, accident and health, reinsurance, and life insurance. As the largest publicly traded property and casualty insurer worldwide, Chubb harnesses its extensive industry expertise and a formidable international footprint to deliver tailored risk management and insurance products to its diverse clientele. Committed to innovation, exceptional customer service, and financial robustness, Chubb continues to strengthen its market position, ensuring it meets the evolving demands of the insurance landscape while maintaining a strong focus on sustainable growth.",896159,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"BAERENGASSE 32, ZURICH, SWITZERLAND, 8001",https://www.chubb.com/us-en,2015-12-31,2014-12-31,18968000000.0,19173000000.0,2834000000.0,2853000000.0,18968000000.0,19173000000.0,-1.0692119125854065,-0.6659656501927795,-1.0692119125854065
CHD,Common Stock,Church & Dwight Company Inc,"Church & Dwight Company Inc. is a leading American consumer goods manufacturer headquartered in Ewing, New Jersey, recognized for its extensive range of household and personal care products. With a strong portfolio that includes iconic brands such as Arm & Hammer, OxiClean, and Trojan, the company has built a reputation for innovation and quality, effectively addressing diverse consumer needs. Church & Dwight's dedication to sustainability and continuous improvement in research and development reinforces its competitive edge in the consumer products sector. With a proven track record of strategic growth and operational efficiency, it presents a compelling investment opportunity for institutional investors seeking sustainable long-term value.",313927,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"PRINCETON SOUTH CORPORATE CENTER, EWING, NJ, UNITED STATES, 08628",https://www.churchdwight.com,2015-12-31,2014-12-31,3394800000.0,3297600000.0,410400000.0,413900000.0,1511800000.0,1452900000.0,2.947598253275109,-0.8456148828219376,4.05396104343038
CI,Common Stock,Cigna Corp,"Cigna Corporation (CI) is a leading American multinational health services and insurance organization headquartered in Bloomfield, Connecticut. Specializing in a wide range of insurance products such as medical, dental, disability, life, and accident insurance, Cigna serves a diverse clientele that includes employers, governmental entities, unions, and associations. With a strong emphasis on enhancing health outcomes through advanced technology and personalized care solutions, the company is well-equipped to adapt to the dynamic healthcare landscape. Cigna's extensive market presence and focus on integrated health services reinforce its commitment to promoting health and well-being for its customers.",1739940,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"900 COTTAGE GROVE ROAD, BLOOMFIELD, CT, UNITED STATES, 06002",https://www.cigna.com,2015-12-31,2014-12-31,37876000000.0,34914000000.0,2094000000.0,2102000000.0,12452000000.0,11673000000.0,8.483702812625307,-0.3805899143672693,6.673520089094491
CINF,Common Stock,Cincinnati Financial Corporation,"Cincinnati Financial Corporation (CINF) is a leading diversified insurance provider, offering a comprehensive range of property and casualty insurance products through its well-established subsidiaries, including The Cincinnati Insurance Company. Known for its strong financial stability and commitment to customer service, the company has cultivated a diverse portfolio that serves both individual and commercial clients. With disciplined underwriting practices and a consistent investment approach, Cincinnati Financial is strategically positioned for sustained growth, making it a compelling option for institutional investors seeking stable long-term returns in the competitive insurance sector.",20286,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"6200 SOUTH GILMORE ROAD, FAIRFIELD, OH, UNITED STATES, 45014-5141",https://www.cinfin.com,2015-12-31,2014-12-31,5142000000.0,4945000000.0,634000000.0,525000000.0,5142000000.0,4945000000.0,3.9838220424671382,20.761904761904763,3.9838220424671382
CTAS,Common Stock,Cintas Corporation,"Cintas Corporation (CTAS) is a premier American provider of business-to-business services, based in Cincinnati, Ohio, specializing in uniform rental and facility services. The company offers an extensive portfolio of essential products, including uniforms, cleaning supplies, and safety equipment, catering to a wide array of industries. Cintas distinguishes itself through its unwavering commitment to customer service, operational efficiency, and innovation, positioning itself as a vital partner in enhancing workplace safety and productivity. With its robust market presence and strategic growth initiatives, Cintas is well-positioned to capitalize on increasing demand within the essential services sector.",723254,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"6800 CINTAS BOULEVARD, CINCINNATI, OH, UNITED STATES, 45262-5737",https://www.cintas.com,2016-05-31,2015-05-31,4905458000.0,4476886000.0,693520000.0,430618000.0,2129870000.0,1921337000.0,9.57299337083857,61.05225513099778,10.853535845091205
CSCO,Common Stock,Cisco Systems Inc,"Cisco Systems, Inc. is a premier technology conglomerate headquartered in San Jose, California, renowned for its extensive portfolio of networking hardware, software, and telecommunications solutions. As a leader in the rapidly evolving sectors of the Internet of Things (IoT) and cybersecurity, Cisco’s innovations, including its Webex communications platform, exemplify its commitment to enhancing connectivity and secure data exchange. The company leverages strategic acquisitions and research to maintain its competitive edge in the global technology market, solidifying its status as a crucial actor in shaping the future of digital transformation and network security.",858877,NASDAQ,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"170 WEST TASMAN DRIVE, SAN JOSE, CA, UNITED STATES, 95134-1706",https://www.cisco.com,2016-07-31,2015-07-31,49247000000.0,49161000000.0,10739000000.0,8981000000.0,30960000000.0,29681000000.0,0.1749354162852668,19.57465761051108,4.30915400424514
C,Common Stock,Citigroup Inc,"Citigroup Inc. is a prominent American multinational investment bank and financial services corporation headquartered in New York City, formed in 1998 through the merger of Citicorp and Travelers Group. With a robust global presence, Citigroup offers a comprehensive suite of financial products, including investment banking, securities brokerage, wealth management, and treasury and trade solutions. The corporation serves millions of clients worldwide through its extensive network of subsidiaries, notably Citibank, while actively enhancing its digital banking capabilities and sustainability initiatives to foster long-term growth and shareholder value. As a leading financial institution, Citigroup remains well-positioned to navigate the evolving financial landscape and capitalize on emerging opportunities.",831001,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - DIVERSIFIED,"388 GREENWICH STREET, NEW YORK, NY, UNITED STATES, 10013",https://www.citigroup.com,2015-12-31,2014-12-31,88275000000.0,90909000000.0,17242000000.0,7310000000.0,69172000000.0,70553000000.0,-2.8974028974028974,135.8686730506156,-1.9573937323714086
CFG,Common Stock,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc. (CFG) is a prominent American banking institution based in Providence, Rhode Island, delivering a comprehensive suite of financial services that cater to both retail and commercial clients. The bank's operations encompass loans, mortgages, and investment products, bolstered by an extensive branch network and advanced digital banking solutions. With a robust capital position and a strategic focus on customer-centric innovation, Citizens is strategically positioned to capitalize on growth opportunities, particularly within the Northeastern U.S. market. The commitment to service excellence further enhances its competitive edge in the evolving financial landscape.",759944,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"ONE CITIZENS PLAZA, PROVIDENCE, RI, UNITED STATES, 02903",https://www.citizensbank.com,2015-12-31,2014-12-31,5276000000.0,5054000000.0,840000000.0,865000000.0,4522000000.0,4372000000.0,4.3925603482390185,-2.8901734104046244,3.43092406221409
CLX,Common Stock,The Clorox Company,"The Clorox Company (CLX), based in Oakland, California, is a prominent global manufacturer of consumer and professional products, specializing in cleaning, bleach, and personal care items. Renowned for its strong commitment to innovation and sustainability, Clorox effectively utilizes its established brand equity to expand market share across diverse categories. With a strategic emphasis on product diversification and operational efficiency, the company is well-positioned for sustained growth within the competitive consumer goods industry. Its extensive distribution network and agile response to evolving consumer trends further solidify Clorox's status as a critical player in the health and wellness sector, committed to enhancing lives through premium quality offerings.",21076,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"1221 BROADWAY, OAKLAND, CA, UNITED STATES, 94612-1888",https://www.thecloroxcompany.com,2016-06-30,2015-06-30,5761000000.0,5655000000.0,648000000.0,580000000.0,2598000000.0,2465000000.0,1.874447391688771,11.724137931034482,5.395537525354969
CME,Common Stock,CME Group Inc,"CME Group Inc. is the world’s leading financial derivatives exchange, based in Chicago, comprising major trading venues such as the Chicago Mercantile Exchange and the New York Mercantile Exchange. The firm enables trading across a wide spectrum of asset classes, including agricultural products, energy, metals, interest rates, and cryptocurrency futures, catering to diverse institutional needs. With a strong emphasis on risk management and technological innovation, CME Group plays a critical role in the global financial ecosystem, making it an attractive partner for institutional investors aiming to optimize their investment strategies through comprehensive derivatives solutions.",1156375,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"20 SOUTH WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60606",https://www.cmegroup.com,2015-12-31,2014-12-31,3326800000.0,3112500000.0,1247000000.0,1127100000.0,2745300000.0,2528400000.0,6.8851405622489965,10.637920326501641,8.578547698149027
CMS,Common Stock,CMS Energy Corporation,"CMS Energy Corporation (NYSE: CMS), based in Jackson, Michigan, stands as a premier energy provider focusing on electricity generation, transmission, and natural gas distribution. Through its subsidiary, Consumers Energy, the company efficiently serves approximately 6.7 million customers statewide. CMS Energy is committed to sustainability, proactively investing in renewable energy initiatives and modernizing its infrastructure to address growing energy demands. This strategic direction, paired with a dedication to exceptional customer service and community collaboration, positions CMS Energy as a leader in shaping Michigan's energy landscape while pursuing long-term value for its shareholders.",811156,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"ONE ENERGY PLAZA, JACKSON, MI, UNITED STATES, 49201",https://www.cmsenergy.com,2015-12-31,2014-12-31,6456000000.0,7179000000.0,523000000.0,477000000.0,2190000000.0,2089000000.0,-10.07104053489344,9.643605870020965,4.834849210148397
KO,Common Stock,The Coca-Cola Company,"The Coca-Cola Company (KO) is a leading global beverage powerhouse headquartered in Atlanta, Georgia, boasting a diverse portfolio of over 500 brands, including its flagship Coca-Cola soft drink. With operations spanning more than 200 countries, the company has built a robust distribution network that effectively reaches a broad consumer base. Coca-Cola’s commitment to innovation and sustainability positions it to adapt to evolving consumer preferences and market trends, ensuring long-term resilience and growth. As a result, Coca-Cola presents an attractive investment opportunity for institutional investors seeking stability and a competitive edge in the dynamic beverage industry.",21344,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"ONE COCA-COLA PLAZA, ATLANTA, GA, UNITED STATES, 30313",https://www.coca-colacompany.com,2015-12-31,2014-12-31,44294000000.0,45998000000.0,7351000000.0,7098000000.0,26812000000.0,28109000000.0,-3.7045088916909434,3.5643843336151027,-4.614180511579921
CTSH,Common Stock,Cognizant Technology Solutions Corp Class A,"Cognizant Technology Solutions Corp Class A is a prominent American multinational technology company based in Teaneck, New Jersey, renowned for its extensive capabilities in business consulting, information technology, and outsourcing services. The company harnesses advanced digital technologies to enhance innovation and operational efficiency for a diverse client base spanning multiple industries, positioning itself strategically within the ongoing digital transformation landscape. With a robust global footprint and a strong commitment to sustainability, Cognizant demonstrates significant growth potential and a steadfast dedication to driving client success in an increasingly competitive technology services market.",1058290,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"300 FRANK WEST BURR BOULEVARD, TEANECK, NJ, UNITED STATES, 07666",https://www.cognizant.com,2015-12-31,2014-12-31,12416000000.0,10263000000.0,1623600000.0,1439267000.0,4976000000.0,4122000000.0,20.978271460586573,12.807422111394203,20.718098010674428
CL,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is a premier global consumer products leader, headquartered in New York City, with a diverse product portfolio spanning oral care, personal care, home care, and pet nutrition. The company is committed to sustainability and innovation, consistently enhancing consumer health and wellness through its trusted brands, including Colgate and Palmolive. Operating in over 200 countries, Colgate-Palmolive harnesses its robust market presence and extensive distribution capabilities to drive growth and deliver substantial shareholder value, positioning itself as a resilient player in the consumer goods sector.",21665,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"300 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10022-7499",https://www.colgatepalmolive.com,2015-12-31,2014-12-31,16034000000.0,17277000000.0,1384000000.0,2180000000.0,9370000000.0,10105000000.0,-7.19453608844128,-36.51376146788991,-7.27362691736764
CMCSA,Common Stock,Comcast Corp,"Comcast Corporation (CMCSA), based in Philadelphia, Pennsylvania, is a prominent American telecommunications and media conglomerate, recognized as the second-largest broadcasting and cable television company worldwide by revenue. With a robust presence as the largest pay-TV provider and cable operator in the U.S., Comcast serves a diverse customer base across 40 states and the District of Columbia, offering an extensive range of services, including high-speed internet and home telephone solutions. Additionally, the company enhances its market position through strategic ownership of NBCUniversal, enabling it to produce and distribute premium content that captures significant audience engagement across both theatrical and television platforms, thereby solidifying its influential role in the media industry.",1166691,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, UNITED STATES, 19103-2838",https://corporate.comcast.com,2015-12-31,2014-12-31,74510000000.0,68775000000.0,8163000000.0,8380000000.0,43300000000.0,39844000000.0,8.338785896037805,-2.5894988066825775,8.6738279289228
CAG,Common Stock,ConAgra Foods Inc,"Conagra Brands, Inc. is a prominent American consumer packaged goods company headquartered in Chicago, Illinois, focusing on a wide array of food products in the frozen, refrigerated, and shelf-stable categories. With a robust portfolio of well-known brands, Conagra effectively caters to both retail and food service markets, delivering innovative and high-quality food solutions that resonate with contemporary consumer preferences. The company's strong emphasis on sustainability and continuous product innovation enhances its competitive edge, positioning it as an attractive option for institutional investors looking for growth opportunities within the dynamic food industry.",23217,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"222 WEST MERCHANDISE MART PLAZA, CHICAGO, IL, UNITED STATES, 60654",https://www.conagrabrands.com,2016-05-31,2015-05-31,8664100000.0,9034000000.0,-677000000.0,-252600000.0,2436600000.0,2954800000.0,-4.0945317688731455,168.01266825019795,-17.537565994314335
COP,Common Stock,ConocoPhillips,"ConocoPhillips (COP) is a leading American multinational engaged in the exploration and production of oil and natural gas, with a strong focus on upstream operations. Headquartered in Houston, Texas, the company has built a substantial global asset portfolio that spans North America, Europe, Asia, and Australia, positioning it as one of the largest independent exploration and production firms globally. Committed to sustainability and operational excellence, ConocoPhillips continually seeks innovative solutions to enhance efficiency and reduce environmental impact. Its disciplined capital allocation strategy and robust financial standing empower the company to navigate the evolving energy landscape and capitalize on growth opportunities.",1163165,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"925 NORTH ELDRIDGE PARKWAY, HOUSTON, TX, UNITED STATES, 77079-2703",https://www.conocophillips.com,2015-12-31,2014-12-31,29333000000.0,52001000000.0,-4428000000.0,6869000000.0,-3213000000.0,11926000000.0,-43.591469394819335,-164.46353180957928,-126.94113701157134
ED,Common Stock,Consolidated Edison Inc,"Consolidated Edison, Inc. (Con Edison) is a leading investor-owned energy company in the United States, providing electric, gas, and steam services to over 3 million customers in New York City and its surrounding areas. With annual revenues exceeding $14 billion and total assets around $60 billion, the company is dedicated to delivering reliable energy while prioritizing sustainability. Con Edison is proactive in investing in renewable energy sources, smart grid technologies, and critical infrastructure enhancements, positioning itself at the forefront of the energy transition and supporting ambitious environmental goals in New York. Renowned for its operational resilience and innovative approaches, Con Edison is well-equipped to navigate the challenges of a rapidly evolving energy landscape.",1047862,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"4 IRVING PLACE, NEW YORK, NY, UNITED STATES, 10003",https://www.conedison.com,2015-12-31,2014-12-31,12524000000.0,12890000000.0,1193000000.0,1092000000.0,4573000000.0,3922000000.0,-2.839410395655547,9.24908424908425,16.598674145843958
STZ,Common Stock,Constellation Brands Inc Class A,"Constellation Brands, Inc. (NYSE: STZ), based in Victor, New York, is a leading American multinational firm specializing in the production and marketing of premium beer, wine, and spirits. The company boasts a diverse portfolio of iconic brands, including Corona and Modelo in the beer segment, as well as renowned wine and spirit labels such as Robert Mondavi and Svedka Vodka. Constellation's innovative approach and strong focus on consumer trends position it favorably within the competitive beverage alcohol industry, making it an attractive entity for institutional investors seeking growth and stability in a dynamic market.",16918,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - BREWERS,"50 EAST BROAD STREET, ROCHESTER, NY, UNITED STATES, 14614",https://www.cbrands.com,2016-02-29,2015-02-28,6546300000.0,6026200000.0,1054900000.0,839300000.0,3028900000.0,2629300000.0,8.63064617835452,25.688073394495415,15.197961434602366
CEG,Common Stock,Constellation Energy Corp,"Constellation Energy Corporation (CEG), headquartered in Baltimore, Maryland, stands as a prominent leader in the U.S. energy sector, primarily focusing on clean and reliable energy solutions through its extensive investments in nuclear and renewable sources. The company is dedicated to sustainability and innovation, adeptly positioning itself to address the increasing demand for environmentally responsible energy as the market evolves. With a diverse portfolio that spans generation and retail services, Constellation Energy is strategically poised to leverage emerging opportunities and navigate the dynamic landscape of the energy industry.",1868275,NASDAQ,USD,USA,UTILITIES,UTILITIES - RENEWABLE,"1310 POINT STREET, BALTIMORE, MD, UNITED STATES, 21231-3380",https://www.constellationenergy.com,2015-12-31,2014-12-31,19135000000.0,17393000000.0,1372000000.0,835000000.0,3818000000.0,2565000000.0,10.01552348646007,64.31137724550898,48.84990253411306
COO,Common Stock,"The Cooper Companies, Inc","The Cooper Companies, Inc. (COO) is a prominent global medical device company based in San Ramon, California, recognized for its innovative solutions in contact lenses and women's health. Operating through two key segments, CooperVision and CooperSurgical, the company is dedicated to enhancing patient care and addressing the diverse needs within ocular and women's health sectors. With a strong focus on research and development, CooperCompanies is well-positioned for sustainable growth and innovation, making it a compelling investment opportunity in the medical device industry for institutional investors.",711404,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"6101 BOLLINGER CANYON ROAD, SAN RAMON, CA, UNITED STATES, 94583",https://www.coopercos.com,2015-10-31,2014-10-31,1797060000.0,1717776000.0,203523000.0,269856000.0,1070300000.0,1091570000.0,4.615502836225445,-24.580887584489506,-1.948569491649642
