symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,latest_fiscal_date,previous_fiscal_date,latest_revenue,previous_revenue,latest_net_income,previous_net_income,latest_gross_profit,previous_gross_profit,latest_revenue_growth_%,latest_net_income_growth_%,latest_gross_profit_growth_%
CINF,Common Stock,Cincinnati Financial Corporation,"Cincinnati Financial Corporation (CINF) is a leading diversified insurance provider, offering a comprehensive range of property and casualty insurance products through its well-established subsidiaries, including The Cincinnati Insurance Company. Known for its strong financial stability and commitment to customer service, the company has cultivated a diverse portfolio that serves both individual and commercial clients. With disciplined underwriting practices and a consistent investment approach, Cincinnati Financial is strategically positioned for sustained growth, making it a compelling option for institutional investors seeking stable long-term returns in the competitive insurance sector.",20286,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"6200 SOUTH GILMORE ROAD, FAIRFIELD, OH, UNITED STATES, 45014-5141",https://www.cinfin.com,2024-12-31,2023-12-31,11337000000.0,10013000000.0,2292000000.0,1843000000.0,5600000000.0,9988000000.0,13.222810346549485,24.362452523060227,-43.932719263115736
CTAS,Common Stock,Cintas Corporation,"Cintas Corporation (CTAS) is a premier American provider of business-to-business services, based in Cincinnati, Ohio, specializing in uniform rental and facility services. The company offers an extensive portfolio of essential products, including uniforms, cleaning supplies, and safety equipment, catering to a wide array of industries. Cintas distinguishes itself through its unwavering commitment to customer service, operational efficiency, and innovation, positioning itself as a vital partner in enhancing workplace safety and productivity. With its robust market presence and strategic growth initiatives, Cintas is well-positioned to capitalize on increasing demand within the essential services sector.",723254,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"6800 CINTAS BOULEVARD, CINCINNATI, OH, UNITED STATES, 45262-5737",https://www.cintas.com,2025-05-31,2024-05-31,10340181000.0,9596615000.0,1812281000.0,1571592000.0,5174164000.0,4686416000.0,7.748211218226427,15.314979969355914,10.407697481401566
CSCO,Common Stock,Cisco Systems Inc,"Cisco Systems, Inc. is a premier technology conglomerate headquartered in San Jose, California, renowned for its extensive portfolio of networking hardware, software, and telecommunications solutions. As a leader in the rapidly evolving sectors of the Internet of Things (IoT) and cybersecurity, Cisco’s innovations, including its Webex communications platform, exemplify its commitment to enhancing connectivity and secure data exchange. The company leverages strategic acquisitions and research to maintain its competitive edge in the global technology market, solidifying its status as a crucial actor in shaping the future of digital transformation and network security.",858877,NASDAQ,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"170 WEST TASMAN DRIVE, SAN JOSE, CA, UNITED STATES, 95134-1706",https://www.cisco.com,2025-07-31,2024-07-31,56654000000.0,53803000000.0,10453000000.0,10320000000.0,36183000000.0,34828000000.0,5.298961024478189,1.2887596899224807,3.890547835075227
C,Common Stock,Citigroup Inc,"Citigroup Inc. is a prominent American multinational investment bank and financial services corporation headquartered in New York City, formed in 1998 through the merger of Citicorp and Travelers Group. With a robust global presence, Citigroup offers a comprehensive suite of financial products, including investment banking, securities brokerage, wealth management, and treasury and trade solutions. The corporation serves millions of clients worldwide through its extensive network of subsidiaries, notably Citibank, while actively enhancing its digital banking capabilities and sustainability initiatives to foster long-term growth and shareholder value. As a leading financial institution, Citigroup remains well-positioned to navigate the evolving financial landscape and capitalize on emerging opportunities.",831001,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - DIVERSIFIED,"388 GREENWICH STREET, NEW YORK, NY, UNITED STATES, 10013",https://www.citigroup.com,2024-12-31,2023-12-31,170707000000.0,155382000000.0,12682000000.0,9228000000.0,71120000000.0,67901000000.0,9.862789769728797,37.42956220199393,4.740725467960708
CFG,Common Stock,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc. (CFG) is a prominent American banking institution based in Providence, Rhode Island, delivering a comprehensive suite of financial services that cater to both retail and commercial clients. The bank's operations encompass loans, mortgages, and investment products, bolstered by an extensive branch network and advanced digital banking solutions. With a robust capital position and a strategic focus on customer-centric innovation, Citizens is strategically positioned to capitalize on growth opportunities, particularly within the Northeastern U.S. market. The commitment to service excellence further enhances its competitive edge in the evolving financial landscape.",759944,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"ONE CITIZENS PLAZA, PROVIDENCE, RI, UNITED STATES, 02903",https://www.citizensbank.com,2024-12-31,2023-12-31,12347000000.0,12187000000.0,1509000000.0,1608000000.0,7107000000.0,7537000000.0,1.312874374333306,-6.156716417910448,-5.705187740480297
CLX,Common Stock,The Clorox Company,"The Clorox Company (CLX), based in Oakland, California, is a prominent global manufacturer of consumer and professional products, specializing in cleaning, bleach, and personal care items. Renowned for its strong commitment to innovation and sustainability, Clorox effectively utilizes its established brand equity to expand market share across diverse categories. With a strategic emphasis on product diversification and operational efficiency, the company is well-positioned for sustained growth within the competitive consumer goods industry. Its extensive distribution network and agile response to evolving consumer trends further solidify Clorox's status as a critical player in the health and wellness sector, committed to enhancing lives through premium quality offerings.",21076,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"1221 BROADWAY, OAKLAND, CA, UNITED STATES, 94612-1888",https://www.thecloroxcompany.com,2025-06-30,2024-06-30,7104000000.0,7093000000.0,810000000.0,280000000.0,3213000000.0,3048000000.0,0.15508247568024813,189.28571428571428,5.413385826771654
CME,Common Stock,CME Group Inc,"CME Group Inc. is the world’s leading financial derivatives exchange, based in Chicago, comprising major trading venues such as the Chicago Mercantile Exchange and the New York Mercantile Exchange. The firm enables trading across a wide spectrum of asset classes, including agricultural products, energy, metals, interest rates, and cryptocurrency futures, catering to diverse institutional needs. With a strong emphasis on risk management and technological innovation, CME Group plays a critical role in the global financial ecosystem, making it an attractive partner for institutional investors aiming to optimize their investment strategies through comprehensive derivatives solutions.",1156375,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"20 SOUTH WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60606",https://www.cmegroup.com,2024-12-31,2023-12-31,6130100000.0,5578900000.0,3525800000.0,3226200000.0,5279800000.0,4750300000.0,9.880083887504705,9.286467051019775,11.146664421194451
CMS,Common Stock,CMS Energy Corporation,"CMS Energy Corporation (NYSE: CMS), based in Jackson, Michigan, stands as a premier energy provider focusing on electricity generation, transmission, and natural gas distribution. Through its subsidiary, Consumers Energy, the company efficiently serves approximately 6.7 million customers statewide. CMS Energy is committed to sustainability, proactively investing in renewable energy initiatives and modernizing its infrastructure to address growing energy demands. This strategic direction, paired with a dedication to exceptional customer service and community collaboration, positions CMS Energy as a leader in shaping Michigan's energy landscape while pursuing long-term value for its shareholders.",811156,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"ONE ENERGY PLAZA, JACKSON, MI, UNITED STATES, 49201",https://www.cmsenergy.com,2024-12-31,2023-12-31,7515000000.0,7462000000.0,1003000000.0,887000000.0,3209000000.0,2862000000.0,0.7102653444116859,13.077790304396844,12.12438853948288
KO,Common Stock,The Coca-Cola Company,"The Coca-Cola Company (KO) is a leading global beverage powerhouse headquartered in Atlanta, Georgia, boasting a diverse portfolio of over 500 brands, including its flagship Coca-Cola soft drink. With operations spanning more than 200 countries, the company has built a robust distribution network that effectively reaches a broad consumer base. Coca-Cola’s commitment to innovation and sustainability positions it to adapt to evolving consumer preferences and market trends, ensuring long-term resilience and growth. As a result, Coca-Cola presents an attractive investment opportunity for institutional investors seeking stability and a competitive edge in the dynamic beverage industry.",21344,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"ONE COCA-COLA PLAZA, ATLANTA, GA, UNITED STATES, 30313",https://www.coca-colacompany.com,2024-12-31,2023-12-31,47061000000.0,45754000000.0,10631000000.0,10714000000.0,28737000000.0,27234000000.0,2.856580845390567,-0.7746873249953332,5.518836748182419
CTSH,Common Stock,Cognizant Technology Solutions Corp Class A,"Cognizant Technology Solutions Corp Class A is a prominent American multinational technology company based in Teaneck, New Jersey, renowned for its extensive capabilities in business consulting, information technology, and outsourcing services. The company harnesses advanced digital technologies to enhance innovation and operational efficiency for a diverse client base spanning multiple industries, positioning itself strategically within the ongoing digital transformation landscape. With a robust global footprint and a strong commitment to sustainability, Cognizant demonstrates significant growth potential and a steadfast dedication to driving client success in an increasingly competitive technology services market.",1058290,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"300 FRANK WEST BURR BOULEVARD, TEANECK, NJ, UNITED STATES, 07666",https://www.cognizant.com,2024-12-31,2023-12-31,19736000000.0,19353000000.0,2240000000.0,2126000000.0,6778000000.0,6689000000.0,1.9790213403606676,5.362182502351835,1.330542682015249
COIN,Common Stock,Coinbase Global Inc,"Coinbase Global, Inc. (COIN) is a prominent cryptocurrency exchange and financial services platform headquartered in Wilmington, Delaware. It is a key player in the mainstream adoption of digital assets, providing a secure and user-friendly platform for both retail and institutional clients to buy, sell, and trade a diverse range of cryptocurrencies. With advanced technology and infrastructure, Coinbase fosters innovation in the crypto economy, enabling users to effectively manage their digital portfolios while advocating for the broader acceptance of blockchain technology. As a publicly traded entity, Coinbase continues to lead in the evolving landscape of financial services, bridging traditional finance with the burgeoning realm of cryptocurrency.",1679788,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"ONE MADISON AVENUE, NEW YORK, NY, UNITED STATES, 10010",https://www.coinbase.com,2024-12-31,2023-12-31,6564028000.0,3108383000.0,2579066000.0,94871000.0,4906481000.0,2687678000.0,111.17178931939856,2618.49774957574,82.5546438226603
CL,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is a premier global consumer products leader, headquartered in New York City, with a diverse product portfolio spanning oral care, personal care, home care, and pet nutrition. The company is committed to sustainability and innovation, consistently enhancing consumer health and wellness through its trusted brands, including Colgate and Palmolive. Operating in over 200 countries, Colgate-Palmolive harnesses its robust market presence and extensive distribution capabilities to drive growth and deliver substantial shareholder value, positioning itself as a resilient player in the consumer goods sector.",21665,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"300 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10022-7499",https://www.colgatepalmolive.com,2024-12-31,2023-12-31,20101000000.0,19457000000.0,2889000000.0,2300000000.0,12106000000.0,11251000000.0,3.3098627743228657,25.608695652173914,7.59932450448849
CMCSA,Common Stock,Comcast Corp,"Comcast Corporation (CMCSA), based in Philadelphia, Pennsylvania, is a prominent American telecommunications and media conglomerate, recognized as the second-largest broadcasting and cable television company worldwide by revenue. With a robust presence as the largest pay-TV provider and cable operator in the U.S., Comcast serves a diverse customer base across 40 states and the District of Columbia, offering an extensive range of services, including high-speed internet and home telephone solutions. Additionally, the company enhances its market position through strategic ownership of NBCUniversal, enabling it to produce and distribute premium content that captures significant audience engagement across both theatrical and television platforms, thereby solidifying its influential role in the media industry.",1166691,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, UNITED STATES, 19103-2838",https://corporate.comcast.com,2024-12-31,2023-12-31,123731000000.0,121572000000.0,16192000000.0,15388000000.0,71904000000.0,70474000000.0,1.7759023459349192,5.224850532882766,2.0291171212078214
CAG,Common Stock,ConAgra Foods Inc,"Conagra Brands, Inc. is a prominent American consumer packaged goods company headquartered in Chicago, Illinois, focusing on a wide array of food products in the frozen, refrigerated, and shelf-stable categories. With a robust portfolio of well-known brands, Conagra effectively caters to both retail and food service markets, delivering innovative and high-quality food solutions that resonate with contemporary consumer preferences. The company's strong emphasis on sustainability and continuous product innovation enhances its competitive edge, positioning it as an attractive option for institutional investors looking for growth opportunities within the dynamic food industry.",23217,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"222 WEST MERCHANDISE MART PLAZA, CHICAGO, IL, UNITED STATES, 60654",https://www.conagrabrands.com,2025-05-31,2024-05-31,11612800000.0,12050900000.0,1152500000.0,347200000.0,3119300000.0,3349600000.0,-3.6354131226713355,231.94124423963132,-6.875447814664437
COP,Common Stock,ConocoPhillips,"ConocoPhillips (COP) is a leading American multinational engaged in the exploration and production of oil and natural gas, with a strong focus on upstream operations. Headquartered in Houston, Texas, the company has built a substantial global asset portfolio that spans North America, Europe, Asia, and Australia, positioning it as one of the largest independent exploration and production firms globally. Committed to sustainability and operational excellence, ConocoPhillips continually seeks innovative solutions to enhance efficiency and reduce environmental impact. Its disciplined capital allocation strategy and robust financial standing empower the company to navigate the evolving energy landscape and capitalize on growth opportunities.",1163165,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"925 NORTH ELDRIDGE PARKWAY, HOUSTON, TX, UNITED STATES, 77079-2703",https://www.conocophillips.com,2024-12-31,2023-12-31,54612000000.0,56141000000.0,9218000000.0,10922000000.0,16028000000.0,18203000000.0,-2.7234997595340307,-15.601538179820546,-11.94857990441136
ED,Common Stock,Consolidated Edison Inc,"Consolidated Edison, Inc. (Con Edison) is a leading investor-owned energy company in the United States, providing electric, gas, and steam services to over 3 million customers in New York City and its surrounding areas. With annual revenues exceeding $14 billion and total assets around $60 billion, the company is dedicated to delivering reliable energy while prioritizing sustainability. Con Edison is proactive in investing in renewable energy sources, smart grid technologies, and critical infrastructure enhancements, positioning itself at the forefront of the energy transition and supporting ambitious environmental goals in New York. Renowned for its operational resilience and innovative approaches, Con Edison is well-equipped to navigate the challenges of a rapidly evolving energy landscape.",1047862,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"4 IRVING PLACE, NEW YORK, NY, UNITED STATES, 10003",https://www.conedison.com,2024-12-31,2023-12-31,15256000000.0,14646000000.0,1820000000.0,2519000000.0,9763000000.0,8959000000.0,4.164959715963403,-27.749106788408103,8.974215872307177
STZ,Common Stock,Constellation Brands Inc Class A,"Constellation Brands, Inc. (NYSE: STZ), based in Victor, New York, is a leading American multinational firm specializing in the production and marketing of premium beer, wine, and spirits. The company boasts a diverse portfolio of iconic brands, including Corona and Modelo in the beer segment, as well as renowned wine and spirit labels such as Robert Mondavi and Svedka Vodka. Constellation's innovative approach and strong focus on consumer trends position it favorably within the competitive beverage alcohol industry, making it an attractive entity for institutional investors seeking growth and stability in a dynamic market.",16918,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - BREWERS,"50 EAST BROAD STREET, ROCHESTER, NY, UNITED STATES, 14614",https://www.cbrands.com,2025-02-28,2024-02-29,10207900000.0,9961900000.0,-81400000.0,1727400000.0,5201700000.0,4909500000.0,2.4694084461799455,-104.71228435799466,5.951726245035136
CEG,Common Stock,Constellation Energy Corp,"Constellation Energy Corporation (CEG), headquartered in Baltimore, Maryland, stands as a prominent leader in the U.S. energy sector, primarily focusing on clean and reliable energy solutions through its extensive investments in nuclear and renewable sources. The company is dedicated to sustainability and innovation, adeptly positioning itself to address the increasing demand for environmentally responsible energy as the market evolves. With a diverse portfolio that spans generation and retail services, Constellation Energy is strategically poised to leverage emerging opportunities and navigate the dynamic landscape of the energy industry.",1868275,NASDAQ,USD,USA,UTILITIES,UTILITIES - RENEWABLE,"1310 POINT STREET, BALTIMORE, MD, UNITED STATES, 21231-3380",https://www.constellationenergy.com,2024-12-31,2023-12-31,23568000000.0,24918000000.0,3749000000.0,1623000000.0,5990000000.0,3303000000.0,-5.4177702865398505,130.99199014171288,81.35028761731759
COO,Common Stock,"The Cooper Companies, Inc","The Cooper Companies, Inc. (COO) is a prominent global medical device company based in San Ramon, California, recognized for its innovative solutions in contact lenses and women's health. Operating through two key segments, CooperVision and CooperSurgical, the company is dedicated to enhancing patient care and addressing the diverse needs within ocular and women's health sectors. With a strong focus on research and development, CooperCompanies is well-positioned for sustainable growth and innovation, making it a compelling investment opportunity in the medical device industry for institutional investors.",711404,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"6101 BOLLINGER CANYON ROAD, SAN RAMON, CA, UNITED STATES, 94583",https://www.coopercos.com,2024-10-31,2023-10-31,3895400000.0,3593200000.0,392300000.0,294200000.0,2595700000.0,2357900000.0,8.410330624512968,33.344663494221614,10.085245345434497
CPRT,Common Stock,Copart Inc,"Copart, Inc. is a premier global online vehicle auction and remarketing service, serving a diverse clientele that includes automotive resellers, insurance companies, and rental fleets across 11 countries. The company has established a cutting-edge platform that harnesses technology to streamline transactions and improve transparency in the automotive market. As the demand for online auction services rises, Copart is well-positioned to capitalize on evolving trends in vehicle disposal, further solidifying its leadership in the industry. With its ongoing expansion efforts in key markets, Copart continues to redefine the standards of efficiency and accessibility in automotive remarketing.",900075,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"14185 DALLAS PARKWAY, DALLAS, TX, UNITED STATES, 75254",https://www.copart.com,2025-07-31,2024-07-31,4646958000.0,4236823000.0,1552449000.0,1363020000.0,2099643000.0,1907252000.0,9.680248620251543,13.897741779284237,10.087340319999665
GLW,Common Stock,Corning Incorporated,"Corning Incorporated (GLW) is a leading American multinational technology company renowned for its innovative specialty glass, ceramics, and advanced optical materials. With a strong focus on research and development, Corning serves diverse sectors, including telecommunications, display technology, and life sciences. The company's commitment to sustainability and cutting-edge technology positions it as a key player in the global market, driving growth and delivering value to institutional investors through its comprehensive portfolio of high-performance materials and solutions.",24741,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"ONE RIVERFRONT PLAZA, CORNING, NY, UNITED STATES, 14831",https://www.corning.com,2024-12-31,2023-12-31,13118000000.0,12588000000.0,506000000.0,581000000.0,4276000000.0,3931000000.0,4.2103590721321895,-12.908777969018933,8.776392775375223
CPAY,Common Stock,Corpay Inc,,1175454,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3280 PEACHTREE ROAD, ATLANTA, GA, UNITED STATES, 30305",https://www.corpay.com,2024-12-31,2023-12-31,3974589000.0,3757719000.0,1003746000.0,981890000.0,3105504000.0,2937811000.0,5.771320314265116,2.2259112527879905,5.708093543117648
CTVA,Common Stock,Corteva Inc,"Corteva Inc. is a prominent American agricultural company specializing in seed and crop protection solutions, having emerged as an independent entity from DowDuPont in 2019. Committed to sustainable agriculture, Corteva integrates advanced seed technologies and innovative crop protection products with digital farming tools to enhance productivity and yield for farmers worldwide. Through a strong emphasis on research and development, the company aims to address the critical challenges of food security and environmental sustainability. With its extensive product portfolio and global reach, Corteva is strategically positioned to deliver long-term growth and value to its stakeholders in the evolving agricultural landscape.",1755672,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"9330 ZIONSVILLE ROAD, INDIANAPOLIS, IN, UNITED STATES, 46268",https://www.corteva.com,2024-12-31,2023-12-31,16908000000.0,17226000000.0,907000000.0,735000000.0,7379000000.0,17226000000.0,-1.8460466736328804,23.401360544217688,-57.16358992221061
CSGP,Common Stock,CoStar Group Inc,"CoStar Group, Inc. is a prominent provider of proprietary online information, analytics, and services designed specifically for the commercial real estate sector, encompassing hospitality and residential markets globally. Headquartered in Washington, D.C., the company maintains a significant presence across North America, Europe, Asia Pacific, and Latin America, delivering critical insights that enable real estate professionals to make data-informed decisions. Utilizing advanced technology and innovative data-driven solutions, CoStar Group enhances market transparency and fosters efficient transactions, solidifying its position as a leader in the real estate information industry.",1057352,NASDAQ,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"1201 WILSON BLVD, ARLINGTON, VA, UNITED STATES, 22209",https://www.costargroup.com,2024-12-31,2023-12-31,2736200000.0,2455000000.0,138700000.0,374700000.0,2177700000.0,1963500000.0,11.45417515274949,-62.983720309580995,10.909090909090908
COST,Common Stock,Costco Wholesale Corp,"Costco Wholesale Corporation is a premier American multinational retail leader, recognized for its membership-based warehouse model that offers diverse products ranging from groceries to electronics. As one of the largest retailers worldwide, Costco excels in key categories like organic groceries and high-quality meats, underscoring its commitment to value and customer loyalty. The company’s strategic bulk purchasing approach enables it to provide competitive prices while enhancing the shopping experience. Furthermore, Costco's strong financial performance, combined with its initiatives in sustainability and responsible sourcing, make it a compelling investment opportunity for institutional investors seeking stability and growth.",909832,NASDAQ,USD,USA,CONSUMER DEFENSIVE,DISCOUNT STORES,"999 LAKE DRIVE, ISSAQUAH, WA, UNITED STATES, 98027",https://www.costco.com,2025-08-31,2024-08-31,275235000000.0,254453000000.0,8099000000.0,7367000000.0,35349000000.0,32095000000.0,8.167323631476146,9.936201981810777,10.138650880199409
CTRA,Common Stock,Coterra Energy Inc,"Coterra Energy Inc. is a prominent independent oil and gas exploration and production company based in Houston, Texas, known for its extensive asset portfolio across key U.S. regions. Committed to sustainability and operational efficiency, Coterra employs advanced technologies to optimize resource recovery while minimizing environmental impact. Its diverse asset base and solid financial standing allow the company to navigate market volatility effectively, reinforcing its status as a pivotal entity in the energy sector. Focused on innovation and strategic growth, Coterra is poised for continued value creation for its investors and stakeholders.",858470,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"THREE MEMORIAL CITY PLAZA, HOUSTON, TX, UNITED STATES, 77024",https://www.coterra.com,2024-12-31,2023-12-31,5461000000.0,5684000000.0,1121000000.0,1625000000.0,1691000000.0,2203000000.0,-3.92329345531316,-31.015384615384615,-23.24103495233772
CRWD,Common Stock,Crowdstrike Holdings Inc,"CrowdStrike Holdings, Inc. is a premier leader in cloud-based cybersecurity solutions, with a strong emphasis on endpoint protection and cloud workload security. The company operates on a global scale, serving key markets including the United States, Australia, Germany, India, Israel, Romania, and the United Kingdom. Utilizing cutting-edge artificial intelligence and machine learning, CrowdStrike delivers real-time protection against an array of cyber threats, positioning itself as a vital partner for enterprises aiming to strengthen their security amid the complexities of today's digital landscape. Headquartered in Sunnyvale, California, CrowdStrike continues to set the standard for innovation and effectiveness in cybersecurity.",1535527,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"206 EAST 9TH STREET, AUSTIN, TX, UNITED STATES, 78701",https://www.crowdstrike.com,2025-01-31,2024-01-31,3953624000.0,3055555000.0,-19271000.0,89327000.0,2962143000.0,2299832000.0,29.391354434791715,-121.57354439307264,28.79823395795867
CCI,Common Stock,Crown Castle,"Crown Castle Inc. is a premier real estate investment trust (REIT) focused on shared communications infrastructure throughout the United States, boasting a comprehensive portfolio that includes over 40,000 cell towers and nearly 80,000 route miles of fiber. Headquartered in Houston, Texas, the company is strategically positioned to meet the increasing demand for mobile communications and broadband connectivity through its innovative small cell and fiber solutions. With its extensive operational footprint, Crown Castle plays a critical role in the expanding telecommunications sector, well-aligned with the ongoing surge in data consumption and wireless service needs.",1051470,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"8020 KATY FREEWAY, HOUSTON, TX, UNITED STATES, 77024-1908",https://www.crowncastle.com,2024-12-31,2023-12-31,6568000000.0,6981000000.0,-3903000000.0,1502000000.0,4721000000.0,5001000000.0,-5.916057871365134,-359.8535286284954,-5.598880223955209
CSX,Common Stock,CSX Corporation,"CSX Corporation is a leading North American transportation company headquartered in Jacksonville, Florida, specializing in rail transportation and comprehensive logistics solutions. With a vast and efficient rail network, CSX plays a vital role in facilitating the movement of goods across diverse industries, addressing the rising demand for sustainable freight transport. The company's commitment to integrating advanced technologies enhances operational efficiency and customer service, positioning it as a pivotal player in the logistics and supply chain sectors. As the transportation industry continues to evolve, CSX is strategically poised to capitalize on growth opportunities and drive innovation.",277948,NASDAQ,USD,USA,INDUSTRIALS,RAILROADS,"500 WATER STREET, JACKSONVILLE, FL, UNITED STATES, 32202",https://www.csx.com,2024-12-31,2023-12-31,14540000000.0,14657000000.0,3470000000.0,3668000000.0,5506000000.0,5603000000.0,-0.7982533942825952,-5.39803707742639,-1.731215420310548
CMI,Common Stock,Cummins Inc,"Cummins Inc. (CMI), headquartered in Columbus, Indiana, stands as a preeminent player in the design, manufacture, and distribution of high-performance engines and associated technologies. The company delivers innovative power solutions across diverse industries, including automotive, industrial, and commercial sectors, while maintaining a robust commitment to sustainability through the development of cutting-edge emission control technologies and alternative fuel options. With a comprehensive service network supporting its extensive product portfolio, Cummins is strategically positioned to meet the changing energy demands of global markets and continue its leadership in the engine manufacturing industry.",26172,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"500 JACKSON STREET, COLUMBUS, IN, UNITED STATES, 47202-3005",https://www.cummins.com,2024-12-31,2023-12-31,34102000000.0,34065000000.0,3946000000.0,735000000.0,8439000000.0,8249000000.0,0.10861588140319976,436.8707482993197,2.3033094920596437
CVS,Common Stock,CVS Health Corp,"CVS Health Corp is a diversified American healthcare leader headquartered in Woonsocket, Rhode Island, renowned for its extensive network that includes CVS Pharmacy, a prominent retail pharmacy chain, and CVS Caremark, a major pharmacy benefits manager. The strategic acquisition of Aetna has further bolstered its capabilities, enabling CVS to deliver integrated healthcare solutions that bridge the gap between pharmacy services and health insurance. By focusing on patient-centric care and innovative health solutions, CVS Health is well-positioned to advance healthcare access and enhance patient outcomes in a rapidly changing healthcare environment.",64803,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"ONE CVS DRIVE, WOONSOCKET, RI, UNITED STATES, 02895",https://www.cvshealth.com,2024-12-31,2023-12-31,372809000000.0,357776000000.0,4614000000.0,8344000000.0,51401000000.0,54431000000.0,4.201791064800322,-44.70278044103547,-5.56668075177748
DHR,Common Stock,Danaher Corporation,"Danaher Corporation is a prominent American diversified conglomerate based in Washington, D.C., recognized for its cutting-edge innovations across multiple sectors, including Life Sciences, Diagnostics, and Environmental & Applied Solutions. The company employs advanced technologies to advance healthcare and improve efficiencies in industrial processes worldwide, demonstrating a strong commitment to enhancing patient outcomes and operational performance. With a diverse portfolio of scientific and diagnostic products, Danaher maintains a leadership position in the global market, poised for continued growth and impact across its core sectors.",313616,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"2200 PENNSYLVANIA AVENUE N.W., WASHINGTON, DC, UNITED STATES, 20037-1701",https://www.danaher.com,2024-12-31,2023-12-31,23875000000.0,23890000000.0,3899000000.0,4743000000.0,14206000000.0,14034000000.0,-0.06278777731268313,-17.794644739616277,1.2255949836112299
DRI,Common Stock,Darden Restaurants Inc,"Darden Restaurants, Inc. is a leading multi-brand restaurant operator based in Orlando, Florida, renowned for its diverse portfolio that features popular brands such as Olive Garden, LongHorn Steakhouse, and Cheddar's Scratch Kitchen. Committed to delivering outstanding dining experiences, Darden prioritizes quality, innovation, and guest satisfaction, solidifying its position in the casual dining sector. The company's strategic focus on operational efficiency and market expansion is complemented by its responsiveness to changing consumer preferences, positioning Darden for sustained growth in an evolving industry landscape.",940944,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"1000 DARDEN CENTER DRIVE, ORLANDO, FL, UNITED STATES, 32837",https://www.darden.com,2025-05-31,2024-05-31,12076700000.0,11390000000.0,1049600000.0,1027600000.0,2642600000.0,2434500000.0,6.028972783143108,2.140910860256909,8.547956459231877
DDOG,Common Stock,Datadog Inc,"Datadog, Inc. is a premier provider of cloud-based monitoring and analytics solutions that optimize application performance and enhance operational efficiency for developers and IT teams. The company’s robust platform offers real-time insights across the entire technology stack, empowering organizations to proactively manage their cloud environments. Headquartered in New York, Datadog is strategically positioned within the rapidly expanding observability market, catering to a diverse global clientele and driving value in an increasingly digital landscape.",1561550,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"620 8TH AVENUE, NEW YORK, NY, UNITED STATES, 10018",https://www.datadoghq.com,2024-12-31,2023-12-31,2684275000.0,2128359000.0,183746000.0,48568000.0,2167919000.0,1717626000.0,26.119465748024652,278.32729369131937,26.216009771626652
