symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
TECH,Common Stock,Bio-Techne Corp,"Bio-Techne Corporation (Ticker: TECH) is a premier global provider of high-quality life science reagents, instruments, and services, with a strong focus on clinical diagnostics and research applications. Based in Minneapolis, Minnesota, the company utilizes cutting-edge technologies to drive innovation across key areas such as genomics, proteomics, and cellular analysis. Bio-Techne supports a wide range of clients, including academic institutions, pharmaceutical companies, and clinical laboratories, thereby positioning itself as a pivotal contributor to advancements in scientific research and diagnostic solutions on a global scale.",842023,NASDAQ,USD,USA,HEALTHCARE,BIOTECHNOLOGY,"614 MCKINLEY PLACE N.E., MINNEAPOLIS, MN, UNITED STATES, 55413",https://www.bio-techne.com,June,2025-06-30,9631196000.0,331142000.0,134.48,0.832,12.38,0.32,0.0052,0.46,7.74,0.0602,0.363,0.063,0.0368,1219635000.0,811117000.0,0.46,-0.548,0.036,67.08,1,11,3,0,0,134.48,30.4,7.9,5.04,8.16,45.87,1.479,80.37,45.87,55.22,57.34,155693000,153708000,0.264,103.649,2025-08-29,2025-08-18
BIIB,Common Stock,Biogen Inc,"Biogen Inc. is a premier American biotechnology company headquartered in Cambridge, Massachusetts, specializing in the discovery and development of transformative therapies for neurological disorders. With a robust pipeline targeting critical conditions like multiple sclerosis, Alzheimer's disease, and spinal muscular atrophy, Biogen is at the forefront of addressing significant unmet medical needs. The company is dedicated to advancing therapeutic innovation and enhancing patient outcomes through strategic collaborations and a strong commitment to scientific research, solidifying its position as a leader in the biotechnology sector.",875045,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"225 BINNEY STREET, CAMBRIDGE, MA, UNITED STATES, 02142",https://www.biogen.com,December,2025-06-30,20965886000.0,3222400000.0,13.68,6.24,120.29,0.0,0.0,10.45,68.45,0.153,0.346,0.0562,0.0913,9997000000.0,7627500000.0,10.45,0.083,0.073,172.34,3,13,19,0,0,13.68,9.69,2.097,1.291,2.661,9.52,0.125,187.58,110.04,141.5,135.24,146615000,146225000,0.149,92.839,,
BLK,Common Stock,BlackRock Inc,"BlackRock, Inc. is the world's largest asset management firm, headquartered in New York City, with a robust portfolio management and investment advisory service expertise. Managing trillions of dollars in assets for both institutional and retail clients globally, BlackRock offers a comprehensive array of investment solutions, including equities, fixed income, and alternatives. The firm utilizes its advanced Aladdin technology platform to enhance investment decision-making and risk assessment, positioning itself at the forefront of the investment management industry. Furthermore, BlackRock is dedicated to sustainable investing, actively incorporating environmental, social, and governance (ESG) considerations into its investment strategies, aligning with the evolving priorities of investors.",2012383,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"50 HUDSON YARDS, NEW YORK, NY, UNITED STATES, 10001",https://www.blackrock.com,December,2025-09-30,180095926000.0,8717000000.0,29.85,2.145,317.55,20.73,0.0177,38.9,147.72,0.266,0.321,0.0361,0.139,22884999000.0,10908000000.0,38.9,-0.227,0.252,1299.5,4,9,3,0,0,29.85,22.03,7.87,3.657,8.47,18.72,1.462,1219.94,766.05,1140.74,1025.81,155100000,143944000,1.985,83.021,2025-09-23,2025-09-05
BX,Common Stock,Blackstone Group Inc,"Blackstone Group Inc. (BX) is a premier global alternative asset management firm, distinguished by its vast expertise in private equity, real estate, credit, and hedge fund strategies. Based in New York City and strategically located across Asia, Europe, and North America, Blackstone manages a diversified portfolio of assets that spans multiple sectors and regions. The firm's disciplined investment approach and proven track record of delivering compelling returns have garnered the trust of a wide array of clients, including sovereigns, pension funds, and high-net-worth individuals, solidifying its position as a leader in the alternative investment arena.",1393818,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"345 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10154",https://www.blackstone.com,December,2025-06-30,191976489000.0,0.0,42.25,1.617,10.67,4.26,0.027,3.7,17.48,0.212,0.527,0.133,0.288,13505742000.0,13505742000.0,3.7,0.691,0.425,181.63,2,7,12,0,0,42.25,25.51,14.21,15.57,12.35,0.0,1.765,196.67,114.16,171.59,157.54,737092000,734713000,0.94,70.577,2025-08-11,2025-08-04
XYZ,Common Stock,"Block, Inc","Block, Inc. is a leading financial technology company based in Oakland, California, recognized for its extensive suite of integrated commerce and payment solutions. The firm specializes in innovative payment technologies, cryptocurrency services, and data analytics, aimed at streamlining transactions for a diverse customer base. Committed to promoting financial inclusion, Block strives to empower businesses and enhance consumer experiences in the rapidly evolving digital economy. By continuously enhancing its platform, the company positions itself as a pivotal player in fostering global financial accessibility and adapting to the dynamic needs of its customers.",1512673,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"1955 BROADWAY, OAKLAND, CA, UNITED STATES, 94612",https://www.block.xyz,December,2025-06-30,45840716000.0,1586128000.0,16.07,1.377,36.31,0.0,0.0,4.68,38.66,0.124,0.0818,0.0216,0.142,23834616000.0,9449042000.0,4.68,1.811,-0.016,87.89,6,23,11,3,1,16.07,20.66,1.923,2.113,1.73,17.08,2.715,99.26,44.27,76.09,69.79,549574000,543578000,1.19,76.781,,
BK,Common Stock,The Bank of New York Mellon Corporation,"The Bank of New York Mellon Corporation (BK) is a premier global investments firm, delivering a wide range of investment management, investment services, and wealth management solutions to both institutional and individual clients. With its roots extending back to 1784, BNY Mellon has established itself as a trusted steward of over $45 trillion in assets, utilizing cutting-edge technology and deep industry expertise to provide unparalleled asset management and protection. Headquartered in New York City and operating across more than 35 countries, the company is well-positioned to navigate the complexities of the financial landscape and address the dynamic needs of its diverse clientele.",1390777,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - DIVERSIFIED,"240 GREENWICH STREET, NEW YORK, NY, UNITED STATES, 10286",https://www.bny.com,December,2025-09-30,74741424000.0,0.0,16.2,1.098,55.99,1.94,0.0182,6.54,27.51,0.266,0.377,0.0119,0.121,19734000000.0,19734000000.0,6.54,0.253,0.1,117.8,4,5,6,1,0,16.2,13.72,3.787,1.943,6.14,0.0,1.127,110.87,69.64,105.56,91.48,705241000,695613000,0.177,87.201,2025-11-07,2025-10-27
BA,Common Stock,The Boeing Company,"The Boeing Company (NYSE: BA) is a premier global aerospace leader, specializing in the design, manufacture, and sale of commercial aircraft, defense systems, rotorcraft, and space technologies. Renowned for its commitment to innovation and excellence, Boeing also provides advanced leasing and product support services to a varied clientele worldwide. The company's strategic focus on sustainability and technological advancement positions it favorably for future growth, underscoring its pivotal role in the evolution of the aerospace and defense industries. As a trusted partner for governments and enterprises alike, Boeing is dedicated to delivering cutting-edge solutions that meet the demands of an ever-evolving market landscape.",12927,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"929 LONG BRIDGE DRIVE, ARLINGTON, VA, UNITED STATES, 22202-4208",https://www.boeing.com,December,2025-06-30,161016218000.0,-7007000064.0,0.0,6.53,-4.369,0.0,0.0,-16.55,105.06,-0.142,-0.0098,-0.0373,0.0,75326996000.0,-115000000.0,-16.55,-0.68,0.349,252.95,2,17,6,0,0,0.0,69.93,2.138,0.0,2.586,111.56,1.47,242.69,128.88,222.97,197.57,756158000,724301000,0.073,74.516,2020-03-06,2020-02-13
BKNG,Common Stock,Booking Holdings Inc,"Booking Holdings Inc. is a premier American travel technology company based in Norwalk, Connecticut, renowned for its powerful suite of online travel fare aggregators and metasearch engines. The company operates a diverse portfolio of brands including Booking.com, Priceline.com, Agoda.com, and Kayak.com, solidifying its leadership in the global travel market. By prioritizing innovation and leveraging data-driven insights, Booking Holdings enhances customer experiences across a wide array of travel services. With a steadfast commitment to transforming the travel industry through technology, the company consistently delivers robust financial performance amid a dynamic and competitive environment.",1075531,NASDAQ,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"800 CONNECTICUT AVENUE, NORWALK, CT, UNITED STATES, 06854",https://www.bookingholdings.com,December,2025-06-30,164318757000.0,8948000000.0,35.34,1.155,-205.32,36.7,0.0074,143.48,759.6,0.192,0.337,0.176,2.257,25024999000.0,21714999000.0,143.48,-0.382,0.16,6108.46,4,21,14,0,0,35.34,21.37,6.57,34.95,7.08,20.65,1.351,5829.37,4082.14,5455.21,5172.27,32409900,32311000,0.166,96.296,2025-09-30,2025-09-05
BSX,Common Stock,Boston Scientific Corp,"Boston Scientific Corporation (BSX) is a leading global medical device manufacturer that specializes in providing innovative solutions across key medical specialties, including cardiology, neuromodulation, and oncology. With a strong emphasis on research and development, the company is dedicated to enhancing patient outcomes through cutting-edge technology and strategic collaborations. Boston Scientific's extensive portfolio and commitment to advancing healthcare innovation position it to effectively address the evolving challenges within the healthcare sector, ultimately improving the quality of care for patients on a global scale.",885725,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"300 BOSTON SCIENTIFIC WAY, MARLBOROUGH, MA, UNITED STATES, 01752-1234",https://www.bostonscientific.com,December,2025-06-30,147049038000.0,4705000000.0,59.07,1.474,15.14,0.0,0.0,1.68,12.53,0.136,0.186,0.0539,0.116,18493999000.0,12583999000.0,1.68,1.409,0.228,124.89,7,25,2,0,0,59.07,28.49,7.95,6.36,8.33,33.16,0.614,109.5,80.64,101.26,101.45,1481752000,1477455000,0.191,93.396,,
BMY,Common Stock,Bristol-Myers Squibb Company,"Bristol-Myers Squibb Company (BMY) is a prominent global biopharmaceutical leader headquartered in New York City, renowned for its innovation in the discovery and delivery of transformative medicines. With a strategic focus on key therapeutic areas such as oncology, cardiovascular disease, immunology, and hematology, the company boasts a diverse portfolio that includes several well-established, market-leading therapies. BMS's dedication to addressing significant unmet medical needs, coupled with a robust development pipeline and strategic collaborations, positions it advantageously within the competitive pharmaceutical landscape. The company's ongoing commitment to advancing healthcare through cutting-edge research and development underscores its potential for sustained growth and impact in the biopharmaceutical sector.",14272,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"ROUTE 206 & PROVINCE LINE ROAD, PRINCETON, NJ, UNITED STATES, 08543",https://www.bms.com,December,2025-06-30,88806064000.0,19115000000.0,17.52,2.256,8.57,2.46,0.0567,2.49,23.49,0.106,0.337,0.0833,0.293,47703998000.0,35262001000.0,2.49,-0.228,0.006,53.05,3,3,19,1,0,17.52,7.58,1.862,5.34,2.734,8.65,0.344,61.0,42.38,46.06,50.83,2035436000,2031813000,0.073,82.679,2025-11-03,2025-10-03
AVGO,Common Stock,Broadcom Inc,"Broadcom Inc. is a leading American technology company specializing in semiconductor and infrastructure software solutions, catering to essential sectors such as data centers, networking, broadband, wireless, and storage. Renowned for its innovative products, Broadcom plays a critical role in enhancing connectivity and data processing, driving digital transformation across various industries. With a robust strategy centered on growth through acquisitions and significant investments in research and development, the company is well-positioned to capitalize on emerging technologies, including 5G, cloud computing, and the Internet of Things (IoT). As a key player in the global semiconductor landscape, Broadcom is poised for continued success in an increasingly interconnected world.",1730168,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"3421 HILLVIEW AVE, PALO ALTO, CA, UNITED STATES, 94304",https://www.broadcom.com,October,2025-07-31,1649663672000.0,32746000000.0,89.34,0.55,59.22,2.36,0.0067,3.91,12.76,0.316,0.318,0.089,0.271,59926000000.0,46253998000.0,3.91,1.881,0.164,386.68,7,36,3,0,0,89.34,36.76,27.53,21.79,27.54,51.35,1.208,373.59,137.54,327.88,252.4,4722365000,405793000,2.006,79.484,2025-09-30,2025-09-22
BR,Common Stock,Broadridge Financial Solutions Inc,"Broadridge Financial Solutions Inc. (BR) is a premier provider of technology-enabled services for the financial services sector, focusing on investor communications and securities processing. Established in 2007 as a spinoff from Automatic Data Processing, the company has developed a robust portfolio that includes critical functions such as proxy voting, shareholder communications, and regulatory compliance for public companies. With a commitment to innovation and operational efficiency, Broadridge is well-positioned to leverage the accelerating demand for digital transformation in the financial industry, presenting a compelling opportunity for institutional investors looking to engage in a dynamic market environment.",1383312,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"5 DAKOTA DRIVE, LAKE SUCCESS, NY, UNITED STATES, 11042",https://www.broadridge.com,June,2025-06-30,26727686000.0,1686700000.0,32.25,1.873,22.65,3.52,0.0155,7.1,58.83,0.122,0.241,0.0885,0.348,6889100000.0,2136800000.0,7.1,0.163,0.062,279.12,4,0,5,0,0,32.25,24.94,3.88,10.27,4.38,19.83,0.952,270.85,205.06,247.09,240.27,116720000,116516000,0.469,93.715,2025-10-02,2025-09-11
BRO,Common Stock,Brown & Brown Inc,"Brown & Brown, Inc. is a leading insurance brokerage firm based in Daytona Beach, Florida, offering a comprehensive suite of insurance products and services both domestically and internationally, including markets in Bermuda, Canada, the Cayman Islands, Ireland, and the United Kingdom. With a strong network of independent agents, the company emphasizes innovation in insurance solutions, enabling it to effectively navigate market dynamics and meet diverse customer needs. Brown & Brown's strategic focus on growth through acquisitions and its solid operational performance reinforce its prominent position within the competitive insurance industry, positioning it well for continued success.",79282,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"300 NORTH BEACH STREET, DAYTONA BEACH, FL, UNITED STATES, 32114",https://www.bbrown.com,December,2025-06-30,28996483000.0,1706000000.0,25.33,4.41,35.13,0.58,0.0066,3.47,17.39,0.203,0.299,0.044,0.115,4956000000.0,2443000000.0,3.47,-0.133,0.082,108.33,1,4,8,0,1,25.33,19.19,5.85,2.659,5.99,16.78,0.793,125.31,87.26,94.18,106.14,329843000,282477000,13.494,83.017,2025-08-20,2025-08-13
BF-B,Common Stock,Brown-Forman Corporation,"Brown-Forman Corporation (Ticker: BF-B), headquartered in Louisville, Kentucky, stands as a prominent leader in the global spirits and wine industry. Known for its distinguished brands including Jack Daniel's, Woodford Reserve, and Finlandia, the company boasts over 150 years of heritage and a robust market presence driven by a commitment to quality, innovation, and effective distribution strategies. Brown-Forman's dedication to sustainability and community engagement further strengthens its reputation, positioning it as an appealing investment for institutional investors looking for growth opportunities within the dynamic beverage sector.",14693,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - WINERIES & DISTILLERIES,"850 DIXIE HIGHWAY, LOUISVILLE, KY, UNITED STATES, 40210",https://www.brown-forman.com,April,2025-07-31,13540592000.0,1213000000.0,16.04,3.921,8.44,0.897,0.0317,1.79,8.35,0.214,0.272,0.086,0.227,3948000000.0,2330000000.0,1.79,-0.123,-0.028,30.8,2,2,11,2,2,16.04,16.89,3.43,3.281,3.873,12.23,0.526,47.85,25.33,28.49,31.32,303609000,335134000,2.878,66.781,2025-10-01,2025-09-03
BLDR,Common Stock,Builders FirstSource Inc,"Builders FirstSource, Inc. (BLDR) is a premier manufacturer and supplier of building materials and components, primarily catering to professional home builders, subcontractors, and remodelers across the United States. With its headquarters in Dallas, Texas, the company is integral to the construction supply chain, providing a vast array of products and services to support both residential and commercial markets. Builders FirstSource emphasizes operational efficiency and customer satisfaction, positioning itself strongly to leverage growth opportunities in the evolving construction landscape and respond effectively to emerging housing trends.",1316835,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"6031 CONNECTION DRIVE, IRVING, TX, UNITED STATES, 75039",https://www.bldr.com,December,2025-06-30,13546420000.0,1799345000.0,18.57,0.81,37.8,0.0,0.0,6.6,140.01,0.0474,0.0735,0.0692,0.178,15944360000.0,5034788000.0,6.6,-0.422,-0.05,140.5,2,9,8,0,0,18.57,15.46,0.85,3.379,1.213,10.76,1.625,194.36,102.6,132.55,130.77,110547000,107498000,2.643,101.622,,
BG,Common Stock,Bunge Limited,"Bunge Limited (NYSE: BG) is a prominent global agribusiness and food company based in St. Louis, Missouri, recognized for its extensive supply chain capabilities in sourcing, processing, and distributing agricultural commodities like grains and oilseeds. The company leverages its integrated operations to produce a diverse array of food products for both consumers and industrial clients, effectively positioning itself to capture growth within the food and biofuels sectors. Bunge's commitment to sustainable practices underscores its dedication to responsible resource management and innovation, reinforcing its competitive edge in a dynamic market.",1996862,NYSE,USD,USA,CONSUMER DEFENSIVE,FARM PRODUCTS,"1391 TIMBERLAKE MANOR PARKWAY, CHESTERFIELD, MO, UNITED STATES, 63017",https://www.bunge.com,December,2025-06-30,19506047000.0,1873000000.0,9.83,1.705,80.95,2.758,0.0289,9.92,372.89,0.0271,0.028,0.0314,0.125,50861998000.0,3130000000.0,9.92,4.438,-0.036,96.11,1,5,3,0,0,9.83,9.59,0.384,1.526,0.426,7.86,0.646,98.23,65.6,83.03,78.45,200062000,165839000,17.188,74.63,2026-03-03,2025-11-17
BXP,Common Stock,Boston Properties Inc,"Boston Properties, Inc. (BXP) is a prominent real estate investment trust (REIT) recognized for its strategic focus on the acquisition, development, and management of premier office properties in major metropolitan areas across the United States, including iconic markets such as Boston, Los Angeles, New York City, San Francisco, and Washington, D.C. With a robust and diverse portfolio, BXP seeks to maximize shareholder value through disciplined investment strategies, innovative development initiatives, and a commitment to sustainability and operational efficiency. The company’s proactive approach to asset management enables it to adapt effectively to changing market conditions, solidifying its position as a leading player in the competitive real estate landscape.",1037540,NYSE,USD,USA,REAL ESTATE,REIT - OFFICE,"PRUDENTIAL CENTER, 800 BOYLSTON STREET, BOSTON, MA, UNITED STATES, 02199-8103",https://www.bxp.com,December,2025-06-30,12563647000.0,1896273000.0,3553.0,0.372,33.21,3.92,0.0557,0.02,21.57,0.0015,0.29,0.0245,0.0095,3410208000.0,2056929000.0,0.02,0.105,0.016,79.5,2,6,14,0,0,3553.0,39.06,3.684,2.274,8.14,17.24,1.235,84.26,52.95,72.12,69.36,158376000,147018000,0.392,110.352,2025-10-31,2025-09-30
CHRW,Common Stock,CH Robinson Worldwide Inc,"C.H. Robinson Worldwide Inc. (CHRW) is a prominent Fortune 500 company that specializes in multimodal transportation and logistics solutions, playing a vital role in the global supply chain ecosystem. The firm offers an extensive range of services, including freight transportation, transportation management, and third-party logistics, which encompass truckload, less than truckload, air freight, intermodal, and ocean transportation. C.H. Robinson distinguishes itself through its commitment to technology and innovation, utilizing advanced data analytics and a vast network to optimize supply chain efficiencies and visibility for a wide array of clients across different sectors.",1043277,NASDAQ,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"14701 CHARLSON ROAD, EDEN PRAIRIE, MN, UNITED STATES, 55347-5076",https://www.chrobinson.com,December,2025-06-30,15043633000.0,825905000.0,29.02,2.622,15.08,2.48,0.0197,4.39,141.28,0.0314,0.0531,0.0905,0.324,17012580000.0,1396707000.0,4.39,0.2,-0.077,136.23,2,13,9,2,1,29.02,25.45,0.884,8.92,1.026,20.4,0.905,138.0,83.72,128.5,105.89,118091000,117641000,0.814,99.07,2025-10-02,2025-09-05
CDNS,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc. (CDNS), headquartered in San Jose, California, is a premier provider of electronic design automation (EDA) software and engineering services that drive innovation in semiconductor design. The company specializes in comprehensive solutions for integrated circuit design, system on chip (SoC) development, and printed circuit board (PCB) design, allowing clients to enhance productivity and significantly shorten time-to-market. Cadence is dedicated to advancing the semiconductor industry through the integration of cutting-edge technologies, including artificial intelligence and machine learning, to optimize design processes and elevate performance outcomes, positioning itself as a strategic partner for companies looking to navigate the complexities of modern electronic design.",813672,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"BUILDING 5, SAN JOSE, CA, UNITED STATES, 95134",https://www.cadence.com,December,2025-06-30,88864432000.0,1786874000.0,88.38,3.08,18.37,0.0,0.0,3.69,18.72,0.199,0.293,0.117,0.218,5089287000.0,4354952000.0,3.69,-0.298,0.202,370.84,4,14,4,1,0,88.38,44.05,17.46,18.9,18.52,54.27,0.988,376.45,221.56,348.52,307.17,272490000,271384000,0.305,90.691,,
CPT,Common Stock,Camden Property Trust,"Camden Property Trust (CPT) is a premier real estate investment trust (REIT) renowned for its expertise in the ownership, management, and development of high-quality multifamily residential properties throughout the United States. As a constituent of the S&P 400, Camden is dedicated to expanding its portfolio through strategic acquisitions and enhancements while prioritizing sustainable practices in its operations. With a strong operational structure and a solid pipeline of projects, Camden provides institutional investors with attractive opportunities in the burgeoning multifamily housing market, capitalizing on demand drivers and rental growth potential.",906345,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"11 GREENWAY PLAZA, HOUSTON, TX, UNITED STATES, 77046-1124",https://www.camdenliving.com,December,2025-06-30,10941720000.0,886973000.0,71.61,8.96,42.13,4.16,0.0408,1.43,14.47,0.0993,0.18,0.0202,0.0341,1570124000.0,964382000.0,1.43,0.874,0.02,120.9,2,8,13,1,1,71.61,62.5,6.97,2.432,9.58,16.74,0.808,123.08,100.41,106.82,113.48,106853000,105021000,1.34,97.211,2025-10-17,2025-09-30
CPB,Common Stock,Campbell’s Co,"Campbell Soup Company (CPB) is a premier American food manufacturer renowned for its extensive range of processed foods and snacks, featuring iconic brands such as Campbell's soups, Pepperidge Farm, and V8 beverages. The company is committed to innovation and sustainability, adapting to consumer trends that prioritize health and convenience in meal preparation. With a robust global distribution network and strong brand equity, Campbell is strategically positioned to capitalize on market opportunities in the dynamic food sector. By aligning its operations with evolving consumer preferences, Campbell Soup Company aims to drive long-term growth and enhance shareholder value.",16732,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"1 CAMPBELL PLACE, CAMDEN, NJ, UNITED STATES, 08103-1799",https://www.thecampbellscompany.com,July,2025-07-31,9187116000.0,1890000000.0,15.35,0.674,13.09,1.54,0.0501,2.01,34.41,0.0587,0.131,0.0612,0.156,10253000000.0,3151000000.0,2.01,-0.5,0.012,34.47,0,3,13,2,3,15.35,12.74,0.896,2.413,1.609,10.47,0.023,46.18,29.03,32.24,35.22,297703000,191028000,52.943,64.336,2025-11-03,2025-10-02
COF,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation (COF) is a prominent American bank holding company based in McLean, Virginia, recognized for its pioneering advancements in credit card products, auto finance, and comprehensive banking services. By prioritizing digital banking and customer-centric financial solutions, Capital One has solidified its position as a key competitor in the U.S. financial services sector. The company's strong technological framework and data-driven strategies not only enhance its risk management capabilities but also significantly improve customer experiences. With a keen focus on innovation, Capital One is strategically positioned to leverage emerging opportunities in the rapidly changing financial landscape.",927628,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"1680 CAPITAL ONE DRIVE, MCLEAN, VA, UNITED STATES, 22102",https://www.capitalone.com,December,2025-06-30,135155589000.0,0.0,587.06,0.621,165.04,2.4,0.0118,0.36,57.46,0.0,-5.33,0.0,0.0001,23773000000.0,23773000000.0,0.36,0.102,-0.81,254.52,3,14,6,0,0,587.06,10.86,5.69,1.232,4.412,0.0,1.182,231.82,142.38,218.66,199.19,639517000,626510000,1.816,87.578,2025-09-02,2025-08-15
CAH,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is a leading American multinational health care services and products company that operates across the global healthcare supply chain. With a strong focus on delivering essential pharmaceuticals and medical products, Cardinal Health partners with healthcare providers and manufacturers to enhance patient care and optimize operational efficiency. The company is also heavily invested in innovative solutions within the healthcare ecosystem, including data analytics and medication management. Cardinal Health's extensive network and logistical capabilities position it as a critical player in the evolving landscape of healthcare delivery.",721371,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"7000 CARDINAL PLACE, DUBLIN, OH, UNITED STATES, 43017",https://www.cardinalhealth.com,June,2025-06-30,37160309000.0,3273000000.0,24.29,1.628,-11.64,2.028,0.0132,6.44,923.56,0.007,0.0105,0.0316,0.0,222578000000.0,8168000000.0,6.44,0.04,0.005,181.21,1,10,5,0,0,24.29,16.92,0.167,16.07,0.19,13.62,0.718,167.89,105.46,152.04,144.41,237583000,238376000,0.252,88.526,2025-10-15,2025-10-01
KMX,Common Stock,CarMax Inc,"CarMax Inc. (Ticker: KMX) is a leading retailer of used vehicles in the United States, distinguished by its innovative, customer-centric business model that seamlessly integrates a robust physical footprint with a comprehensive online platform. The company operates primarily through two segments: CarMax Sales Operations, which focuses on the retail of pre-owned vehicles, and CarMax Auto Finance, providing tailored financing solutions to enhance the car buying experience. With a commitment to transparency, value, and technological innovation, CarMax is constantly evolving its operations to better meet the diverse needs of today's consumers while expanding its market share in the competitive automotive retail sector.",1170010,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO & TRUCK DEALERSHIPS,"12800 TUCKAHOE CREEK PARKWAY, RICHMOND, VA, UNITED STATES, 23238",https://www.carmax.com,February,2025-08-31,6299653000.0,1127292000.0,12.58,0.644,41.99,0.0,0.0,3.41,185.53,0.0184,0.0214,0.0186,0.0842,28279818000.0,3520315000.0,3.41,-0.248,-0.053,55.5,3,5,9,0,2,12.58,13.28,0.223,1.091,0.962,13.34,1.266,91.25,42.43,54.34,67.32,146845000,145987000,0.424,110.939,,
CCL,Common Stock,Carnival Corporation,"Carnival Corporation & plc is the largest global travel and leisure company, operating a diverse fleet of over 100 vessels across ten renowned cruise line brands. Headquartered in both the UK and the US, the company is strategically positioned to capitalize on the increasing demand for cruise vacations by leveraging its substantial market presence and years of operational expertise. Committed to sustainability and enhancing customer experience, Carnival focuses on innovation while adapting to the changing preferences of modern travelers. The company's proactive strategic initiatives and resilience in navigating market dynamics underscore its potential for long-term growth and value creation, making it an attractive opportunity for institutional investors.",815097,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"3655 N.W. 87TH AVENUE, MIAMI, FL, UNITED STATES, 33178-2428",https://www.carnivalcorp.com,November,2025-08-31,37175239000.0,6977000000.0,14.59,1.41,9.09,0.0,0.0,1.94,20.06,0.101,0.279,0.0528,0.257,26230000000.0,14433000000.0,1.94,0.06,0.033,35.84,4,16,8,0,0,14.59,12.05,1.417,3.176,2.439,9.39,2.686,32.8,15.07,30.17,25.41,1167541000,1223828000,7.585,72.471,2020-03-13,2020-02-20
CARR,Common Stock,Carrier Global Corp,"Carrier Global Corporation is a premier American multinational company headquartered in Palm Beach Gardens, Florida, specializing in innovative heating, ventilation, and air conditioning (HVAC) solutions. Committed to sustainability and energy efficiency, Carrier employs advanced technology to improve comfort in both residential and commercial environments. As a prominent player in the global climate control sector, the company is focused on smart building technologies and reducing carbon emissions, making it a vital contributor to the transition toward greener infrastructure. With a diverse product portfolio and a strong emphasis on innovation, Carrier maintains a competitive advantage in a rapidly changing market landscape.",1783180,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, UNITED STATES, 33418",https://www.corporate.carrier.com,December,2025-06-30,47827485000.0,3655000000.0,32.3,15.39,17.28,0.865,0.0152,1.74,25.57,0.178,0.143,0.0381,0.114,22463001000.0,6046000000.0,1.74,-0.733,0.03,73.85,2,12,11,0,0,32.3,18.45,2.129,3.409,2.681,13.24,1.254,81.09,53.89,62.12,66.83,851023000,798719000,6.031,86.746,2025-11-18,2025-10-29
